Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides
65-74,Bronchi Muscle Spasm resulting from COPD,2013-10-29,combivent respimat mist inhaler,161259,1,1,"As a senior I cannot open the cap without an instrument to lift it. Therefore, the dose release button is activated and sprays before I can get it to me mouth- T'is a waste of $$ for me. What alternate are others using?",1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-10-25,combivent respimat mist inhaler,161259,2,1,"The medicine often gets to the throat not the lungs causing choking feeling.  Very ineffective.  I am scared and don't know what to do without the old combivent inhaler.  Combivent was the only thing that helped me, but no longer.  Also, the container is too heavy and large to carry with you.  It is not effective in controlling symptoms.  ",1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-10-17,combivent respimat mist inhaler,161259,1,1,"This medication was prescribed as a rescue inhaler for me. I have been using Combivent for almost two years with excellent results. Suddenly I have to use this new product that is supposed to be the same only better. Sorry Charlie...it is not, cannot be, nor ever will be a rescue inhaler. With Combivent you had two puffs as the prescribed dose. The first one began to open up the bronchial restriction immediately in the upper lung area. The second puff then could reach the lower area so one had complete relief of congestion. This 'machine' is only prescribed as a single dose application and cannot reach the area that requires the medication. You are left with a mouthful of bad tasting medicine and no relief from the breathing restriction. Also, this delivery system cannot be used as a 'rescue inhaler' as it takes too long to prepare it for use, especially if one hasn't used it for some time. I occasionally need it while I'm driving...this takes two arthritic hands to operate! PLEASE GIVE US BACK OUR MEDICINE!!!",1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-10-17,combivent respimat mist inhaler,161259,1,1,"I have been using Combivent for years, had always work very effectively. But the new Combivent Respimat is not helping me at all and the apparatus is very cumbersome, who has time for all that when you literally cannot breathe! I am afraid I will have to change my medication and try something else. I hope the company ""is"" listening.",1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-10-15,combivent respimat mist inhaler,161259,1,1,"I left a review when I first got this medication months ago and still feel the very same way about it.  This stuff MAKES ME SICK! Very little relief... take it wrong and all the med is in your mouth and it taste nasty.  I'm sitting here wondering why I have a headache, why my chest aches, if I'm having heart trouble, might I have MS or something causing my muscles to ache.  My Memory Stinks and I'm so tired.  This can no longer be used as a Emergency Med as there is a warning not to take to many times daily... (read warnings) and it just doesn't work.  People are correct... difficult to use... Elderly would have trouble getting the cartridge into the delivery system properly... I can't do it so give it to my hubby to do...taking it is another problem...  you must try to catch your breath so you can breath it in and yet the reason you are taking it IS TO HELP YOU BREATH cause you are short of breath!!  Daaahhh .... I have two other inhalers that give me relief but not sure what to say about this.  It's time to start a diary fellow users and go day by day.... I'm Miserable with OTHER side effects.  Of all the people to pick on they choose those who can't breath. This government makes no sense and I can only seeing more crappola happening with the Affordable Health Care Act.... Pray For Us!
",1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-10-12,combivent respimat mist inhaler,161259,1,1,poor replacement for the old combivent. Is the company listening?,1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-10-09,combivent respimat mist inhaler,161259,1,1,"I have used the former Combivent for many years.  Having now used the ""new"" form of it (Respimat) for 3 months, I've found that it is NOT as effective as the original version - - (even though it's alleged that the formulation is the same, and the only change is the delivery system).

Speaking of the new ""delivery system,"" the massive amount of hardware now being used is beyond comprehension.  I've disassembled one and the assortment of components is not unlike a military tank - - which of course justifies the cost increase of approx. $50 per unit over the prior version.

I've also found that the ""new"" version actually contains far more than the advertised ""120"" doses.  Having disabled the locking mechanism which engages at the 120 dose limit, the new version actually contains more than 150 active doses.  Interesting, huh.......

With respect to other posts which attempt to justify the new version on the premise that it's ""safer"" for the environment, I dismiss those comments as being merely ""Al Gore talking points.""

The new version is simply BH's method of extending its proprietary license, thereby ensuring that development and offering of a generic and much more economical version is many more years away.",1,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-10-08,combivent respimat mist inhaler,161259,2,2,"I need the old COMBIVENT back please. The new COMBIVENT RESPIMAT is leaving my chest feeling very tight. Also only getting four inhales of the new RESPIMAT doesn't seem like it's enough. This is serious, I'm scared!",2,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-10-05,combivent respimat mist inhaler,161259,2,1,"I have COPD. I used the Combivent Aerosol Inhaler for seven years before the Respimat was issued.  The Respimat just plain doesn't work.  What little ""mist"" I can get into my lungs provides very little or no relief at all, and I have to inhale it very carefully to avoid choking on the medication.  It's hard to believe that the FDA would go after fluorocarbons in inhalers, and it's even harder to believe that Boehringer Ingelheim can sell Respimat with a straight face.
",1,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-10-03,combivent respimat mist inhaler,161259,1,1,How many people will DIE before they get it back where it was.The respimat does not work at all. ,1,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-09-23,combivent respimat mist inhaler,161259,1,1,"I came to see if I was the only one having problems with this new delivery system and its ineffective results. I have not seen any positive responses! I've used the ""old"" system for over 10yrs with very good results. This new system and medicine is useless. I can't believe that the new system was field tested before it was put into the market...nobody would release such a poor product. I think my dilemma is where to go next...there are not a lot of options. Much of what Boehringer Ingelheim has done  is kill a very important and useful product. If the free market works someone will realize what has happened and come out with a very similar product to the old one. Only problem with that is that some of us probably won't be around to use it. ",1,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-09-20,combivent respimat mist inhaler,161259,1,1,"I had to switch this this when they stopped making the old combivent which I had used for many years. It doesn't work for me at all. The delivery system is very complicated and awkward and the medicine sprays out before I can get it to my mouth. I can't imagine a person with arthritis being able to use it at all.  I searched frantically and found last old combivents in town-I had to pay full price for them, but at least I will have them if I get sick. In the mean time I have switched to using the nebulizer and ventilin and refuse to by this horrible product again.",1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
35-44,Bronchi Muscle Spasm resulting from COPD,2013-09-12,combivent respimat mist inhaler,161259,3,1," Something is wrong with this medicine! They say its the same but its NOT. I have had no relief whatsoever. My ability to breathe has decreased dramatically. I cough and I mean COUGH all day and night now. When I use the medicine it gets worse not better. I can't get clear it feels like im real sick like pnuemonia again. I have that icky ""sick"" taste when I cough since I started using it. Not only can I not sleep no one else in the house can either. I have also lost my voice and am now going to an otolaryngologist and a  speech therapist and they don't want me to cough because it is slamming my vocal cords together and damaging them. Ya right, just clear your throat they say by breathing out  fast and heavy. Wouldn't that be nice! That sends me into a huge coughing fit. One therapist said in her 25 years experience she has only heard a cough that bad in one other person. Hard to believe but not if you heard me now. So are we all supposed to walk around with our nebulizers?? I went on a search today for any inhalers that might have been lost in a drawer,I can't do this anymore. Something is wrong with this medicine it is not the same and this needs attention immediately. I don't want to be one of the people that die from it before they figure out that its dangerous to use and oops we made a mistake maybe we should change it so it actually works!",1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-09-10,combivent respimat mist inhaler,161259,2,2,The inhaler just doesn't deliver the med to the lungs. I sure can't be as active.,1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-09-09,combivent respimat mist inhaler,161259,1,1,The Combivent Respimat is very ineffective compared to the regular Combivent.  I have to take more doses than they recommend just to get what little relief it gives me.  So far no bad side effects from taking extra doses.  They need to change the delivery system or the formula or something because it realy doesn't work well at all. ,1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
 ,Bronchi Muscle Spasm resulting from COPD,2013-09-08,combivent respimat mist inhaler,161259,3,1,I was forced to change to this new inhaler on 8/20 until 9/4. I had almost no relief during that time. I was using it correctly. It was better than nothing but that's the best I can say about it. I called around and found a drug store that still had the aerosol in stock. I got the last one. I'm not sure what to do when this one runs out.,1,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
75 or over,Bronchi Muscle Spasm resulting from COPD,2013-08-27,combivent respimat mist inhaler,161259,5,4, ,5,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-08-24,combivent respimat mist inhaler,161259,2,2,I do not like the new combivent respimat at all.  I use it like a rescue inhaler and this new mist does not work well at all.  The older system forced the meds down into your lungs.  When you use the new delivery system you have to try to inhale it when you are having trouble breathing.....doesn' t make to much sense to me.  I mean how many CFCs are actually going into the air???  Can't be more than the big trucks driving down the road.,1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-08-19,combivent respimat mist inhaler,161259,1,1,this is another way to keep a good medicine (the old Combivent off the generic market and make a killing doing it. One problem I have is a cough reflex that pushes all the med out. Another is getting enough air out of my lungs to inhale a whole dose.,1,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-08-14,combivent respimat mist inhaler,161259,2,1,"I feel like I am having withdrawals!  I had been using the old Combivent inhaler for years for my asthma/copd and it worked immediately.  No other inhalers compared.  The new Combivent Respimat, DOES NOT work.  First time I used it, I was coughing so bad, it caused me to pull muscles in my chest, which sent me to the Doctor.  Now, the only relief I can get is using the nebulizer with albuterol, when all I had to do prior, was quickly use the old inhaler.  It helped wheezing and gave an instant breathing relief.  This costs me sixty seven dollars with insurance.  
I am sooo disappointed.",1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-08-12,combivent respimat mist inhaler,161259,1,1,"I thought I would suffocate for the 3 weeks I took this stuff that the EPA and FDA decided was good for me.  The old aerosol Combivent worked well, but evidently it spews out more pollution than that garbage truck that goes by my house every Thursday.  I had saved one of the aerosols before I started the new stuff so I've got 25 days to find something else that works.",1,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
45-54,Bronchi Muscle Spasm resulting from COPD,2013-08-07,combivent respimat mist inhaler,161259,1,2,"I hate the new packaging. Several times when I have turned the cartridge, the medicine will be released before I push the button. I estimate at least 30% of the time, I had to prime the cartridge at least twice before I could use.  very wasteful.",1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-08-04,combivent respimat mist inhaler,161259,3,1,"This new Combivent Respimat is worthless.   I thought I was getting worse with my breathing and all along it was the ""New"" inhaler.  Stop changing things that work !    I took the old Combivent for years with no problem.  ",1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-08-01,combivent respimat mist inhaler,161259,1,1,"You use this drug as an emergency treatment because you cant breathe, I will get back to that.The aresol Combivent forced the medicine into the lungs to help you catch your breath. You see when you use this you cannot breathe and the whole point is to get it into your lungs so you can! The new combivent just gives you a mouthful of medicine because you CANNOT BREATHE TO GET IT IN THERE! Understand? there is no push to force it into your lungs thats where the aresol comes in. So the medicine in the new Combivent goes nowhere and so does the money you used to buy a product that does not work and a very expensive one at that. so you made a product that does not work, you made a product that is VERY expensive and you made a huge amount of people go elsewhere because of your greed and cheap expensive crap! I to am going elsewhere but i thought i could use a freebie at your asses!!",1,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-07-31,combivent respimat mist inhaler,161259,1,1,I have used Combivent for many years and it always relieved my symptoms.  This new system is worthless.  It is heavy and complicated to use.  Anyone who has any disability if the hands will find it frustrating.  Plus it does not relieve my symptoms.,1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-07-24,combivent respimat mist inhaler,161259,1,1,"I used the regular Combivent Inhaler for years and worked for me as a rescue inhaler and when out and away from my other medications. It actually helped me from using as much of my other inhaler medications. This new Combivent Respimat is a nightmare in several ways. First it is not very affective, if at all. Second itâ€™s hard for me to use with a pinched nerve in my hand with all of that pushing and twisting. Third it is heavier and larger for storage on person. It looks good in theory but is a nightmare in real use. Plus if I could breath the way they want me to use it I would not need it.",1,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-07-21,combivent respimat mist inhaler,161259,2,1,Respimat is not as effective as the old Combivent. It is not fast acting - not even acting.  Find no relief.  Have a horrible taste in my mouth and even find it hard to breath after using.  Want the old back.  Will ask my doctor for another product on next visit. I used the old Combivent for 10 years and found it be releave tightness in the chest and help me to breath better instantly.  ,1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-07-10,combivent respimat mist inhaler,161259,2,1,I used a Combivent Inhaler for many years as a bronchodilator and rescue inhaler.  The Combivent Respimat is worthless for both uses. I don't believe the medication in mist form is the same as the old form and does NOT work as well.  I will be getting a prescription for Atrovent and using that and Albuterol from now on.  The FDA should quit changing the medications we take that work.  Those of us that have COPD are not the reson for the ozone depletion!! ,1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-06-25,combivent respimat mist inhaler,161259,3,2,I have been using this inhaler 2 weeks. I do not believe I primed 5 or 6 times prior to use but only 4 times and my chest hurt me.  Over a few days it felt like it worked a bit better however my eyes are burning and I do not wear contacts.  I am very tired and sometimes confused more that usual.  I sometimes feel nausated... I'm actually drinking a 7-up right now to burp after putting in eyes drops for burning eyes. My thoughts are to return to the Old Form of Inhaler as I still have some remaining to see if I feel better.  It's a way for me to determine if the new is making me sick or something else is happening.  I'll report back.... One thing for sure.... Prime at least 5 or 6 times otherwise you are not getting medicine.  Since this is my Emergency Inhaler I wonder what I will end up with if I can't take this.    ,2,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-06-20,combivent respimat mist inhaler,161259,1,1,"I follow the directions exactly, but find the inhaler to deliver too forceful (or strong) a dose, resulting in an inability to inhale enough of the medication to be of usefulness.  I immediately cough out what little I was able to inhale.",1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-06-20,combivent respimat mist inhaler,161259,4,4,I find this combivent easier to use and it seems to work better.  I'm glad I changed.,4,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-06-13,combivent respimat mist inhaler,161259,2,1,"DOES NOT WORK, positively NOT A RESCUE MEDICINE, TAKES TWICE AS MUCH TO GET THROUGH THE MONTH WHICH COSTS TWICE AS MUCH MONEY, AND IS TOTALLY USELESS.",1,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,Bronchi Muscle Spasm resulting from COPD,2013-06-09,combivent respimat mist inhaler,161259,1,3,"I just opened my first one, primed it. On several occasions when I turn the base it dispenses a dose. Hopefully the replacement unit I ggot will do better.",1,Male,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
65-74,Bronchi Muscle Spasm resulting from COPD,2013-03-20,combivent respimat mist inhaler,161259,3,1,Want my old inhaler back!! This stuff does nothing for me. I am short winded all day every day and I take this 4-5 times a day.  Nothing like the old inhaler.  Would love to meet the idiot that thought this was better,1,Female,"Headache ,  dizziness ,  cough ,  nausea ,  dry mouth , shaking (tremors), nervousness, or  constipation  may occur."
55-64,COPD with Chronic Bronchitis,2019-10-13,daliresp,155809,4,4,"Been on the med about 4 months now.  Still get 'winded' on exertion but not that suffocating, I can't breath feeling. Catch my breath a lot quicker now. Side effects: nausea, diarrhea, loss of appetite and nervousness.  Some days I feel 'sick' because of the side effects but never as bad as not being able to breath. Was averaging every 2 months in the ER or a week in the hospital, have not been to either in 11 months.  Only been to the doctor for being sick once. Definitely see a difference and will work to figure out how to get around the side effects.  It's worth it to me.",4, ,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2018-04-11,daliresp,155809,5,1,"Experienced appetite loss and the more serious side effects of nervousness, thoughts of suicide, depression and trouble sleeping.  Less severe each day but would not take them again if prescribed. I Rated it ineffective because of side effects.  Felt horrible with the feelings it left me with.  I also had flu like symptoms of body aches.  Medication was only prescribed for a month so I Continued to take them to give my body time to adjust to it.  Waking each day with the suicidal thoughts that I experienced are the real reason for the review. I will never take this medication again.",1,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2017-07-31,daliresp,155809,5,5,"Medication did cause nausea and constipation. The GREAT news is my doctor put me on Zofran for the nausea,Zofran causes constipation. Problem solved!! Talk to your doctor about Zofran",5,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2017-07-29,daliresp,155809,1,4,Started taking and was very sick and had diarea. I cut the pill down to a fourth took it for about 2 weeks no side effects. then moved up to a half of a pill about 3 weeks. now taking whole pill no side effects except hard to sleep.,3,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
75 or over,COPD with Chronic Bronchitis,2017-07-04,daliresp,155809,4,4,"Started the Daliresp and became extremely right away.  I considered discontinuing as it didn't seem to help my ability to breathe.  I talked with my Doctor who advised me to stay on it.  It's not an immediate relief for breathing, but works to lessen exerbations.  Each exerbation lessens your lung function.  I now take Daliresp with Zofran (anti-nausea) at bedtime.  I will occasionally get a little nausea but the Zofran takes care of it.  ",4, ,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2017-06-12,daliresp,155809,5,5, ,4,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2017-03-31,daliresp,155809,1,1,"From the 1st day I took this med, I shook so much I couldn't even sign my name. My entire body experienced tremors at times. It also made me nauseous. I took this med for a week but did not notice any change in my breathing, so I stopped using it. I couldn't deal with the tremors. It's cost prohibitive unless your insurance pays for most of it. I paid $310! I have the emphysema side of COPD. It may work better for those treating the bronchitis side. Good Luck!",1, ,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2016-12-09,daliresp,155809,5,5,I have been on this medication for over 5 years and it has helped much more than any other treatment. I only get winded when I climb stairs. I gave up the breathing treatments because they make me severely shaky. Had my upper right lobe of my lung removed several years ago due to cancer. Use oxygen when I am catching a cold. I think this medication is really prolonging my life. I am 74.,5, ,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2016-09-26,daliresp,155809,5,5,"I wish I'd gone to a Lung specialist sooner ! Started taking this for about a week and started breathing better even with the HOT weather we've had my only problem came when after the trail my Doctor gave me, he sent in a scrip to my pharmacy then Good Ole UNITED HEATH CARE wanted a prior Authorization for it ARE YOU KIDDING ME ! NOW UNITED HEATH CARE wants to play DOCTOR at my health.. Shame on the fools. It's all about $ to then thank GOD I was able to get another trail box of it while being off of it for 2 days....if not would have been off of it for 4-5 days. UNITED HEATH CARE is a BANK !",5, ,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2016-08-26,daliresp,155809,1,1,"Was on 500mcg for 11 days before quitting. It made me anxious, shake like I have Parkinson's disease, restless, irritable, loss of appetite, and even thoughts of suicide crossed my mind.  My opinion, this drug is far too dangerous to use.",1, ,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2016-06-27,daliresp,155809,5,4,"The only side effects that I have been experiencing are abdominal pain, diarrhea and sleeplessness. These are all outweighed by the fact that I can breath again. I have gone from being on O2 24/7 to only when I am sleeping. I have boon on this drug for 1 month and I wish I had been taking it much sooner.",4,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2016-05-11,daliresp,155809,5,4,"I have 20% lung function and just completed my first month. After the first 2 weeks am using my rescue inhaler much less. My only problem is sleep. Even with taking a melatonin I wake up around 3 am and never really can go back to sleep. I have never been on to get up at night to go to the bathroom but have been getting up at 2x every night, not sure if it is related or not. ",4,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2016-05-06,daliresp,155809,3,3, ,3, ,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
75 or over,COPD with Chronic Bronchitis,2016-04-09,daliresp,155809,3,3,Trouble sleeping.  Weight loss.  To many trips to the bathroom each day.  Still have excessive amount of mucas.,3,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
75 or over,COPD with Chronic Bronchitis,2015-07-21,daliresp,155809,5,4,I've been taking this drug for almost three weeks and I've already experience a significant reduction in phelm/coughing. Further my condition/breathing has also anecdotally improved. Start by taking every other day for two weeks. Then every day. Take after food.,5,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2015-02-04,daliresp,155809,3,3,"I have been trying to take this med for 1 week, stopped for 1 day due to feeling so bad with nausea...started again & same nausea. Don't know if it will be worth it or not. Wish I could just puke & be over it.",1,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
75 or over,COPD with Chronic Bronchitis,2014-12-20,daliresp,155809,5,5,I have only started this med,5,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
75 or over,COPD with Chronic Bronchitis,2014-09-28,daliresp,155809,4,2,???????,1,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2014-09-23,daliresp,155809,5,5, ,5,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
75 or over,COPD with Chronic Bronchitis,2014-08-19,daliresp,155809,1,3, ,1,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
75 or over,COPD with Chronic Bronchitis,2014-07-19,daliresp,155809,5,5,tried 4 times. each time caused severe brief heart pain followed by exhaustion for 15 minutes and periodic severe intestinal spasms occasionally for 48 hours following taking medicine. however relieves massive production of phlegm.,1,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2014-04-29,daliresp,155809,5,4,"I am a 57 yr old female who smoked for 40 years. I now am on o2 at 2L cont. I have taken this drug for 1 mo. and have very little side effects.Stomach cramps for a few days, Some strange dreams and waking often, but not much else. Here's to hoping for a miracle like we all wish for. God bless and good luck to all :)",5,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2014-04-07,daliresp,155809,5,5,"I have severe COPD and have been taking Daliresp for about 10 days.  Sleeping is a problem. Can't sleep for more than a few hours. he problem I'm having is cramps in my neck, hands, and feet. When I lay down it gets worse.  So far the drug is working very well but the cramping is a problem. I am going to stick with it as long as I can.
",3,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2014-02-21,daliresp,155809,5,5,After the first 30 days all side effects are gone and I breath great. I am so happy with this medicine. I've been able to half my other medicines. I did lose about 10 pounds because I did not have an appetite and some bowel problems but those were my only side effects. I feel great and my breathing is at it's best ,5,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
25-34,COPD with Chronic Bronchitis,2014-01-28,daliresp,155809,5,3,"Im 29 6'2 been on the 500 for 2 month s  Lost 30 pds. 200 down to 169 pds.. Shortness of breath, angry alot ,can't sleep most of the time, told my doctor about the side affects, told me there s no side affects to feel angry. So still taking.. ",2,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2014-01-25,daliresp,155809,5,4,"It seems to strongly alleviate the necessity of nebulizer treatments. Despite its' side effect most prominently pointed out by my Pulmonary physician, I have had no such feelings or inclinations whatsoever.",5,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2013-11-20,daliresp,155809,5,5,ITS HELP ME CUT   DOWN ON USE OF OZGEN I USE ONLY AT NIGHT UNLESS SHOPPPING/WALKING,5,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
45-54,COPD with Chronic Bronchitis,2013-10-27,daliresp,155809,4,3, ,4,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
